Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Script	Cardtext
Etna, the Snow Queen	MPR	MPR-041	MPR-041	Resonator	Fairy Tale/Queen	{u}{u}{1}	3	700	700	Water	SR		[Awakening] : [Enter] Rest X target resonators. They cannot recover as long as this card is on field. [Continuous] Whenever this card deals damage to your opponent, he or she discards a card.
Fallen Comet	MPR	MPR-042	MPR-042	Spell:Chant		{u}{u}{2}	4			Water	R		Return all rested resonators to their owners' hand. Then rest all resonators your opponent controls.
Glimpse of Kaguya	MPR	MPR-043	MPR-043	Spell:Chant-Instant		{u}{1}	2			Water	R		Cancel target [Activate] ability. Draw a card.
Joyful Bird-Catcher	MPR	MPR-044	MPR-044	Resonator	Human	{u}	1	200	200	Water	C		[Activate] Pay {u}, [Rest] Search your main deck for a Bird resonator, reveal it and put it into your hand. Then shuffle your main deck.
Kai, the Frozen Heart	MPR	MPR-045	MPR-045	Resonator	Fairy Tale/Human	{u}{u}{1}	3	1200	1200	Water	U		[Enter] Put three frozen counters on this card. [Continuous] This card cannot attack or block as long as it has a frozen counter on it. [Continuous] Whenever a resonator is put into a graveyard from your field, remove a frozen counter from this card.
Moon Princess of Stellar Wars | Kaguya, the Immortal Princess	MPR	MPR-046-r,MPR-046-j	MPR-046	Ruler	Human			0 | 400	0 | 1000	Water	R		[J-Activate] Pay {2}. Spend only {m} will on X. | [Flying] Imperishable [Enter] Search your main deck for X Treasury Item cards and put them into your field. [Continuous] This card gains [+200/+0] for each Treasury Item you control. [Activate] Banish three Treasury Items: Gain control of target resonator.
Moonglow Bird	MPR	MPR-047	MPR-047	Resonator	Bird	{u}{1}	2	300	300	Water	C		[Continuous] This card gains [+400/+400] as long as you control a Moon.
Pilot of Universe	MPR	MPR-048	MPR-048	Resonator	Wererabbit	{u}	1	300	300	Water	C		[Activate] Pay {m}: This card gains [Flying] until end of turn.
Shooting Star	MPR	MPR-049	MPR-049	Spell:Chant-Instant		{u}{u}	2			Water	U		Change the target of target normal spell with a single target.
The Milky Way	MPR	MPR-050	MPR-050	Addition:Field		{u}	1			Water	C		[Enter] Draw a card. [Continuous] Resonators your opponent controls cannot be targeted by spells or abilities.
Total Eclipse	MPR	MPR-051	MPR-051	Spell:Chant-Standby		{u}{1}	2			Water	C		[Trigger] While you control a Moon: Non-Wererabbit resonators gain [-500/0] and Wererabbit resonators gain [+500/0] until end of turn.
Tsukuyomi, the Moon City	MPR	MPR-052	MPR-052	Addition:Field		{u}{1}	2			Water	U		[Activate] Pay {1}, [Rest] Produce {m}. [Activate] Pay {1}, put this card on the bottom of your main deck: Target resonator you control gains [Flying] until end of turn. Draw a card.
Yang Mage of Decrescent	MPR	MPR-053	MPR-053	Resonator	Wererabbit	{u}{u}	2	400	400	Water	U		[Flying] [Activate] Pay {m}: This card gains [+400/+0] until end of turn. Play this ability only once per turn.
Yin Mage of Increscent	MPR	MPR-054	MPR-054	Resonator	Wererabbit	{u}{u}	2	400	400	Water	C		[Flying] [Activate] Pay {m}: This card gains [+0/+400] until end of turn. Play this ability only once per turn.
Aladdin's Lamp	MPR	MPR-055	MPR-055	Addition:Field		{g}{1}	2			Wind	R		[Continuous] At the beginning of your main phase, you may reveal your hand. If you have no Spirit resonators in your hand, search your main deck for a Spirit resonator, reveal it and put it into your hand. Then shuffle your main deck.
Ali Baba, The Earnest Worker	MPR	MPR-056	MPR-056	Resonator	Story/Human	{g}{2}	3	700	700	Wind	C		[Activate] [Rest] Draw a card if you have no cards in your hand.
Art of Sinbad	MPR	MPR-057	MPR-057	Spell:Chant-Instant		{g}	1			Wind	C		Prevent the next damage that would be dealt by target resonator.
Barrier Field	MPR	MPR-058	MPR-058	Addition:Field		{g}{1}	2			Wind	U		[Continuous] If damage would be dealt to you by a normal spell, prevent 200 of it.
Djinn, the Spirit of Lamp	MPR	MPR-059	MPR-059	Resonator	Spirit	{g}{g}{2}	4	1000	1000	Wind	R		[Enter] Remove up to three target resonator you control from the game. At the end of turn, put all resonators removed this way into their owner's field.
Exceed, the Ancient Magic	MPR	MPR-060	MPR-060	Spell:Chant-Instant		{g}{g}{1}	3			Wind	U		Cancel target spell. If you control "Fiethsing, the Magus of Holy Wind", draw a card.
Familiar of Holy Wind	MPR	MPR-061	MPR-061	Resonator	Familiar/Cat	{g}	1	200	200	Wind	C		[Enter] Draw a card. [Activate] Pay {g}, banish this card: This card deals 300 damage to target resonator.
Fiethsing, the Magus of Holy Wind	MPR	MPR-062	MPR-062	Resonator	Elf/Six Sages	{g}{g}{1}	3	500	700	Wind	SR		[Quickcast] (You may play this card anytime you can play a [Spell:Chant-Instant].) [Enter] Prevent all damage that would be dealt by target resonator until end of turn. [Activate] [Rest] Produce one will of any attribute.
Flying Carpet	MPR	MPR-063	MPR-063	Addition:Resonator		{g}	1			Wind	C		[Enter] Draw a card. [Continuous] Added resonator gains [Flying]
Liberator of Wind | Scheherazade, the Teller of 1001 Stories	MPR	MPR-064-r,MPR-064-j	MPR-064	Ruler	Human			0 | 700	0 | 800	Wind	R		At the beginning of the game, search your magic stone deck for a card.Then, shuffle the rest of your magic stone deck and put that card on top of it. [J-Activate]: Pay {1}{g}{g}. | [Enter] Search your main deck, for a card and put it into your hand. The shuffle your main deck. [Activate] [Rest] Draw two cards if you have no cards in your hand.
Morgiana, the Wise Servant	MPR	MPR-065	MPR-065	Resonator	Story/Human	{g}	1	300	300	Wind	U		[Continuous] If you would draw a card in a phase other than draw phase, you may look at the top three cards of your main deck, put one of them into your hand and the rest on the bottom of your main deck in any order instead.
Open Sesame	MPR	MPR-066	MPR-066	Spell:Chant-Standby		{g}{g}	2			Wind	C		[Trigger] While you control "Ali Baba, the Earnest Worker": Search your main deck for up to two resonators, reveal them and put them into your hand. Then shuffle your main deck.
Rukh	MPR	MPR-067	MPR-067	Resonator	Bird	{g}	1	300	300	Wind	C		[Flying]
Sinbad, the Windrider Merchant	MPR	MPR-068	MPR-068	Resonator	Story/Human	{g}{g}	2	600	600	Wind	SR		[Continuous] [Addition:Resonator] cards in your hand gain [Quickcast]. [Continuous] If you would draw a card in a phase other than draw phase, you may skip drawing it instead. When you skip drawing a card this way, choose one - this card deals 300 damage to target resonator; target resonator gains [+400/+400] until end of turn; or destroy target addition.
Stories Told in 1001 Nights	MPR	MPR-069	MPR-069	Spell:Chant-Instant		{g}{g}{g}	3			Wind	R		Put target resonator on top of its owner's main deck. If your J/Ruler is "Liberator of Wind" or "Scheherazade, the Teller of 1001 Stories", remove it from the game, then search its controller's main deck, graveyard and hand for all cards with the same name and remove them from the game instead. Then that player shuffles his or her main deck.
Survivor of Heaven Castle	MPR	MPR-070	MPR-070	Resonator	Ancient	{g}{g}	2	400	400	Wind	C		[Continuous] Whenever this card blocks or is blocked, it gains [+300/+300] until end of turn.
Wind Dagger	MPR	MPR-071	MPR-071	Addition:Resonator		{g}	1			Wind	C		[Enter] Draw a card. [Activate] Pay {g}, banish this card: This card deals 300 damage to target resonator.
Wiseman of Winds	MPR	MPR-072	MPR-072	Resonator	Elf	{g}{1}	2	800	600	Wind	U		[Enter] Banish this card if you don't control another Elf.
Acolyte of Darkness	MPR	MPR-073	MPR-073	Resonator	Human	{d}{1}	2	400	400	Dark	C		[Continuous] When this card is banished by [Incarnation], you may pay 400 life. If you do, draw a card.
Awakening at the End	MPR	MPR-074	MPR-074	Spell:Chant		{d}{d}{2}	4			Dark	R		All resonators gain [-700/-700] until end of turn.
Bind of Gravity	MPR	MPR-075	MPR-075	Addition:Resonator		{d}	1			Dark	C		[Enter] Rest added resonator. [Continuous] Added resonator cannot recover during recovery phase. [Activate] Pay {3}: Recover added resonator.
Black Miasma	MPR	MPR-076	MPR-076	Spell:Chant-Instant		{d}	1			Dark	C		Target resonator gains [+300/+300] until end of turn if it's darkness. Otherwise, it gains [-300/-300] until end of turn.
Black Moon	MPR	MPR-077	MPR-077	Addition:Field		{d}{d}{2}	4			Dark	U		[Continuous] At the beginning of your main phase, put target Cthulhu non-spell card from your graveyard into your field. It gains [Swiftness] until end of turn. If it would leave your field this turn, remove it from the game instead. At the end of turn, remove it from the game. [Continuous] When this card it put into a graveyard from your field, you lose 1000 life.
Byakhee, the Winged Lady	MPR	MPR-078	MPR-078	Resonator	Cthulhu	{d}{d}{3}	5	900	900	Dark	R		[Flying] [Incarnation] {d}{d} (You may banish two darkness resonators rather than pay this card's cost.) [Activate] [Rest] Target resonator gains [+900/+900] and [Flying] until end of turn. When that resonator is destroyed this turn, banish this card.
Call of Cthulhu	MPR	MPR-079	MPR-079	Spell:Chant-Standby		{d}{1}	2			Dark	C		[Trigger] While you have five or more Cthulhu cards in your graveyard: Put target Cthulhu non-spell card from your graveyard into your field.
Fiend of Dark Pyre | Nyarlathotep, the Faceless God	MPR	MPR-080-r,MPR-080-j	MPR-080	Ruler	Fiend			0 | 0	0 | 1200	Dark	R		[J-Activate] Pay {0}. Play this ability only if you put a Cthulhu into a field this turn. | [Enter] Your opponent banishes a non-Cthulhu resonator. [Continuous] This card's ATK is equal to total ATK of Cthulhu resonators you control.
Hyde, the Chaos	MPR	MPR-081	MPR-081	Resonator	Human	{d}{d}	2	500	500	Dark	U		[Enter] Your opponent loses 200 life. [Activate] Pay {w}, banish this card: Search your main deck for a card named "Jekyll, the Order" and put it into your field. This triggers its [Enter] ability. Then shuffle your main deck.
King in Yellow	MPR	MPR-082	MPR-082	Resonator	Cthulhu/Avatar	{d}{1}	2	400	400	Dark	C		[Continuous] When this card is put into a graveyard from your field, search your main deck for a card named "King in Yellow", reveal it and put it into your hand. Then shuffle your main deck.
Phantasm of Void	MPR	MPR-083	MPR-083	Resonator	Fantasy	{d}	1	300	300	Dark	C		If you control "Zero, the Magus of Null", you may pay {d} less to play this card.
Shantak	MPR	MPR-084	MPR-084	Resonator	Cthulhu	{d}	1	200	200	Dark	C		[Continuous] When this card is put into a graveyard from your field, you may discard a card. If you do, put this card from your graveyard into your hand.
Sheharyar, the Distrust King	MPR	MPR-085	MPR-085	Resonator	Nightmare/Human	{d}{2}	3	900	700	Dark	U		[Continuous] At the end of your turn, if no resonator you control attacked this turn, banish another resonator.
Shining Trapezohedron	MPR	MPR-086	MPR-086	Addition:Field		{d}{1}	2			Dark	R		[Continuous] Cthulhu you control gain [+200/+200]. [Activate] Pay {d}, banish this card: Put the top five cards of your main deck into your graveyard.
Void Blast	MPR	MPR-087	MPR-087	Spell:Chant-Instant		{d}{d}{1}	3			Dark	U		If you control "Zero, the Magus of Null", you may pay {d}{1} less to play this card. Remove target resonator from the game.
Yellow Sign	MPR	MPR-088	MPR-088	Addition:Resonator		{d}{1}	2			Dark	C		[Continuous] Added resonator gains [-300/-300]. At the end of turn, this card deals 300 damage to added resonator's controller.
Yog-Sothoth, the Dark Myth	MPR	MPR-089	MPR-089	Resonator	Cthulhu	{d}{d}{d}{5}	8	1500	1500	Dark	SR		[Incarnation] {d}, {r} o {d}, {r} o {d} (You may banish a dark resonator and any combination of two fire or darkness resonators rather than pay this card's cost.) [Pierce] [Enter] Destroy all resonators with total cost 2 or less.
Alice, the Guardian of Dimensions	MPR	MPR-091	MPR-090	Resonator	Wanderer/Human	{w}{u}{1}	3	700	700	Light/Water	R		[Flying] [Activate] Pay {u}: Target resonator you control cannot be targeted by spells or abilities your opponent controls until end of turn. [Activate] Pay {w}, [Rest] Remove this card and target resonator from the game.
Zero, the Magus of Null	MPR	MPR-090	MPR-091	Resonator	Human/Six Sages	{d}{d}{1}	3	700	500	Dark	SR		[Quickcast] (You may play this card anytime you can play a [Spell:Chant-Instant].) [Enter] Resonators your opponent controls gain [-200/-200] and lose [Flying] until end of turn.
Apollobreak, the Moon Blast	MPR	MPR-092	MPR-092	Spell:Chant-Instant		{w}{u}	2			Light/Water	R		Put target resonator on top of its owner's main deck. [Awakening] {m}{m}: If your J/Ruler is "Moon Princess of Stellar Wars" or "Kaguya, the Immortal Princess", put target resonator on the bottom of its owner's main deck and draw a card instead.
Flame of Outer World	MPR	MPR-093	MPR-093	Spell:Chant-Instant		{r}{d}	2			Fire/Dark	R		This card deals 800 damage to target J/resonator. Players cannot chase to this card.
Gherta, the Tear of Passion	MPR	MPR-094	MPR-094	Resonator	Fairy Tale/Human	{r}{u}	2	600	600	Fire/Water	R		[Activate] Remove a counter from a card you control: This card gains [Swiftness], [Flying] or [Target Attack] until end of turn.
Giovanni, the Lonely Child	MPR	MPR-095	MPR-095	Resonator	Human	{u}{g}	2	600	600	Water/Wind	R		[Enter] If you don't control other resonators, search your main deck for a card named "Campanella, the Milky Way Moon", reveal it and put it into your hand. Then shuffle your main deck.
Hastur, the Unspeakable	MPR	MPR-096	MPR-096	Resonator	Cthulhu	{r}{d}{2}	4	700	500	Fire/Dark	R		[Incarnation] {r} or {d}, {r} or {d} (You may banish any combination of two fire or darkness resonators rather than pay this card's cost.) [Enter] Destroy target resonator with no addition.
Seth, the Arbiter	MPR	MPR-097	MPR-097	Resonator	Human	{w}{d}{1}	3	600	600	Light/Dark	R		[Continuous] Whenever your opponent discards a card, draw a card. [Continuous] Whenever a resonator is put into a graveyard from your opponent's field, put target resonator from your graveyard into your hand.
Almerius, the Magus of Light	MOA	MOA-001	MOA-001	Resonator	Six Sages/Human	{w}{w}{2}	4	500	500	Light	R		[Quickcast] (You may play this card anytime you can play a [Spell:Chant-Instant].) [Enter] Put a knowledge counter on this card. [Continuous] Whenever another Six Sages enters your field, put a knowledge counter on this card. [Activate] Remove a knowledge counter from this card: Remove target attacking resonator from the game.
Duet of Light	MOA	MOA-002	MOA-002	Spell:Chant		{w}	1			Light	C		As an additional cost to play this card, rest two recovered light resonators you control. Remove target resonator from the game.
Grimm, the Heroic King of Aspiration	MOA	MOA-003	MOA-003	Resonator	Human	{w}{w}	2	500	500	Light	U		Other light resonators you control gain [+200/+200].
Kaguya, the Tale of the Bamboo Cutter	MOA	MOA-004	MOA-004	Resonator	Fairy Tale/Human	{w}	1	300	300	Light	SR		[Activate] {1}[Rest] Put a knowledge counter on target Six Sages. [Activate] Remove three kwnoledge counters from any number of resonators you control: Remove target resonator from the game.
Lumia, the Saint Lady of World Rebirth	MOA	MOA-005	MOA-005	Resonator	Human	{w}{1}	2	600	600	Light	U		Banish this card: You gain life equal to the damage that was dealt to you this turn.
Pandora, the Princess of History Chanter	MOA	MOA-006	MOA-006	Resonator	Human	{w}	1	300	300	Light	U		[Awakening] {w}{w}: When this card enters your field, search your main deck for a card named "Grimm, the Heroic King of Aspiration" and put it into your field. Then shuffle your main deck.
Pandora's Box of Hope	MOA	MOA-007	MOA-007	Addition:Field		{w}{w}{w}	3			Light	C		At the beginning of your main phase, remove the top card of your main deck from the game face down. You may look at that card at any time. Banish this card: Put a resonator or [Addition:Field] card removed by this card into your field rested.
Shining Bamboo	MOA	MOA-008	MOA-008	Addition:Field		{w}	1			Light	C		[Enter] Search your main deck for a card name "Kaguya, the Tale of the Bamboo Cutter", reveal it and put it into your hand. Then shuffle your main deck. [Activate] [Rest] Recover target resonator named "Kaguya, the Tale of the Bamboo Cutter".
Temporal Spell of Millennia	MOA	MOA-009	MOA-009	Spell:Chant-Instant		{w}	1			Light	C		Remove target Cthulhu resonator from the game.
Zero, the Flashing Mage-Warrior	MOA	MOA-010	MOA-010	Resonator	Six Sages/Human	{w}{w}{1}	3	500	700	Light	R		[Quickcast] (You may play this card anytime you can play a [Spell:Chant-Instant].) [Enter] Put a knowledge counter on this card. [Continuous] Whenever another Six Sages enters your field, put a knowledge counter on this card. [Activate] Remove a knowledge counter from this card: Prevent the next 300 damage that would be dealt to target resonator this turn.
Ame-no-Habakiri	MOA	MOA-011	MOA-011	Addition:Resonator		{r}{r}	2			Fire	C		[Continuous] Added resonator gains [+400/+400]. [Continuous] Whenever added resonator deals damage to a resonator your opponent controls, this card deals that much damage to that resonator's controller.
Blazer, the Awakener	MOA	MOA-012	MOA-012	Resonator	Wanderer	{r}{r}{r}{2}	5	1200	800	Fire	R		[Swiftness] (This card can attack and play its Rest abilities the same turn it enters a field.) Whenever a resonator that was dealt damage by this card this turn is put into a graveyard, recover this card. This ability triggers only once per turn. {r}: This card gains [First Strike] until end of turn.
Cthugha, the Living Flame	MOA	MOA-013	MOA-013	Resonator	Cthulhu	{r}{2}	3	500	500	Fire	U		[Swiftness] (This card can attack and play its Rest abilities the same turn it enters a field.) [Incarnation] {r} (You may banish one fire resonator rather than pay this card's cost.)
Emissary of Another Dimension	MOA	MOA-014	MOA-014	Resonator	Human	{r}{r}{1}	3	400	400	Fire	U		When this card enters your field, recover target resonator. Banish this card: Destroy target card in a chant-standby area.
Fetal Movement in Outer World	MOA	MOA-015	MOA-015	Spell:Chant-Instant		{r}{r}	2			Fire	C		Remove all cards in target player's graveyard from the game. This card deals 100 damage to your opponent for each resonator removed this way.
Ghostflame	MOA	MOA-016	MOA-016	Spell:Chant		{r}	1			Fire	C		This card deals 300 damage to target player or resonator. [Activate] {r}{r}{1}: Put this card from your graveyard into your hand.
Little Red, the Hope of Millenia	MOA	MOA-017	MOA-017	Resonator	Fairy Tale/Human	{r}	1	200	200	Fire	R		[Awakening] {r}: When this card enters your field, search your main deck for a card with "Granny" in its name, reveal it and put it into your field. Then shuffle your main deck. [Rest] discard a card with "Apple" in its name: This card deals 1000 damage to target resonator.
Milest, the Invisible Ghostly Flame	MOA	MOA-018	MOA-018	Resonator	Six Sages/Spirit	{r}{r}	2	600	300	Fire	SR		[Enter] Put a knowledge counter on this card. [Continuous] Whenever another Six Sages enters your field, put a knowledge counter on this card. [Activate] Remove a knowledge counter from this card: This card deals 300 damage to target player or resonator.
Susanowo, the Ten-Fist Sword	MOA	MOA-019	MOA-019	Resonator	Myth	{r}{r}{r}{3}	6	1200	1200	Fire	U		[Swiftness] (This card can attack and play its Rest abilities the same turn it enters a field.) [Pierce] [Continuous] If your opponent controls a Dragon, you may pay {r}{r}{r} less to play this card. [Enter] You may add a card named "Ame-no-Habakiri" from your hand to this card. [Enter] This card deals damage equal to its ATK to target resonator your opponent controls.
Wormhole	MOA	MOA-020	MOA-020	Addition:Field		{r}{r}{3}	5			Fire	C		When this card enters your field, you may put a resonator from your hand into your field. It gains [Swiftness] until end of turn. At the end of turn, banish it. {1}, [Rest] Put a resonator with total cost X or less from your hand into your field. It gains [Swiftness] until end of turn.
Alice's Pursuit	MOA	MOA-021	MOA-021	Spell:Chant-Instant		{u}	1			Water	C		Return target resonator your opponent controls with total cost 5 or more to its owner's hand. Draw a card.
Alice's Soldier	MOA	MOA-022	MOA-022	Resonator	Fantasy	{u}{1}	2	500	500	Water	U		This card cannot be targeted by spells or abilities.
Emperor of Millennia	MOA	MOA-023	MOA-023	Resonator	Human	{u}{u}{1}	3	200	200	Water	U		[Activate] [Rest] Draw a card.
House of the Old Man	MOA	MOA-024	MOA-024	Addition:Field		{u}{1}	2			Water	C		[Continuous] Magic stones you control gain "[Activate] [Rest] Produce one will of any attribute.".
Lunya, the Liar Girl	MOA	MOA-025	MOA-025	Resonator	Human	{u}{u}{u}	3	500	700	Water	R		When this card enters your field, destroy target Cthulhu. Whenever a resonator is put into a graveyard from your field, recover this card.
Moojdart, the Queen of Fantasy World	MOA	MOA-026	MOA-026	Resonator	Six Sages/Spirit	{u}{u}{2}	4	700	900	Water	SR		[Enter] Put two knowledge counters on this card. [Continuous] Whenever another Six Sages enters your field, put two knowledge counters on this card. [Activate] Remove a knowledge counter from this card: Rest target resonator [Activate] Remove two knowledge counters from this card: Draw a card.
Moon Incarnation	MOA	MOA-027	MOA-027	Spell:Chant		{u}	1			Water	C		Search your main deck for a Moon addition, reveal it and put it into your hand. Then shuffle your main deck. [Awakening] {2}: You may put a Moon addition from your hand into your field.
Oracle of Tsukuyomi	MOA	MOA-028	MOA-028	Resonator	Wererabbit	{u}	1	200	200	Water	U		When this card is put into your graveyard from your field, reveal the top card of your main deck. If it's a Wererabbit, put it into your field. Otherwise, put it into your graveyard.
Purplemist, the Fantasy Dragon	MOA	MOA-029	MOA-029	Resonator	Fantasy/Dragon	{u}{u}{u}{2}	5	1000	1000	Water	R		[Flying] (This card cannot be blocked by J/resonators without [Flying].) [Continuous] This card cannot be targeted by spells or abilities.
Transparent Moon	MOA	MOA-030	MOA-030	Addition:Field		{u}{1}	2			Water	C		Magic stones with non-will activate abilities don't recover during recovery phase.
Bastet, the Elder God	MOA	MOA-031	MOA-031	Resonator	Cthulhu	{g}{1}	2	0	200	Wind	U		[Continuous] This card gains [+100/+100] for each card in your opponent's graveyard.
Christie, the Warden of Sanctuary	MOA	MOA-032	MOA-032	Resonator	Elf	{g}{g}	2	400	400	Wind	U		Other Elves you control cannot be targeted by spells or abilities your opponent controls. Rest five recovered Elves you control: You gain 500 life and draw two cards.
Fiethsing, the Elvish Oracle	MOA	MOA-033	MOA-033	Resonator	Six Sages/Elf	{g}{g}{2}	4	600	1000	Wind	R		[Quickcast] (You may play this card anytime you can play a [Spell:Chant-Instant].) [Enter] Put a knowledge counter on this card. [Continuous] Whenever another Six Sages enters your field, put a knowledge counter on this card. [Activate] Remove a knowledge counter from this card: Cancel target spell unless its controller pays {1}.
Hansel and Gretel	MOA	MOA-034	MOA-034	Resonator	Fairy Tale/Human	{g}{g}{g}{g}	4	400	400	Wind	U		When this card enters your field, draw a card and put the top card of your magic stone deck into your magic stone area rested.
Leaves of Yggdrasil	MOA	MOA-035	MOA-035	Addition:Resonator		{g}	1			Wind	C		When added resonator is put into a graveyard from a field, put that resonator into it owner's field.
Liberate the World	MOA	MOA-036	MOA-036	Spell:Chant-Instant		{g}{g}	2			Wind	C		Look at the top three cards of your main deck. Put one of them into your hand and remove the rest from the game face down.
Melfee, the Successor of Sacred Wind	MOA	MOA-037	MOA-037	Resonator	Elf	{g}{1}	2	400	400	Wind	R		Rest two recovered Elves you control: Produce one will of any attribute.
Refarth, the Wind Castle	MOA	MOA-038	MOA-038	Addition:Field		{g}{1}	2			Wind	C		[Continuous] Prevent all damage that would be dealt by normal spells to resonators you control.
Scheherazade, the Teller of the Crimson Moon	MOA	MOA-039	MOA-039	Resonator	Wanderer	{g}{g}{3}	5	1000	1200	Wind	SR		[Enter] Choose a race. As long as you control this card, J/resonators of the chosen race cannot attack you. [Activate] {g}{g}{3}, [Rest] Remove target resonator from the game.
Wind of Gods	MOA	MOA-040	MOA-040	Spell:Chant		{g}	1			Wind	C		Put target fire or darkness resonator on top of its owner's main deck.
Aria, the Last Vampire	MOA	MOA-041	MOA-041	Resonator	Vampire	{d}{d}{1}	3	700	700	Dark	U		When this card is put into a graveyard from your field, put target Vampire card with total cost 2 or less from your graveyard into your hand.
Book of Eibon	MOA	MOA-042	MOA-042	Addition:Field		{d}{d}{1}	3			Dark	C		When this card enters field, put target resonator from a graveyard into your field. When this card leaves your field, banish the resonator put into your field by this card.
Dark Pulse	MOA	MOA-043	MOA-043	Spell:Chant-Instant		{d}{d}{2}	4			Dark	C		Destroy all resonators with total cost 2 or less.
Eibon, the Mage	MOA	MOA-044	MOA-044	Resonator	Human	{d}{d}	2	400	500	Dark	R		[Awakening] {d}: [Enter] Search your main deck for a card named "Book of Eibon", reveal it and put it into your hand. Then shuffle your main deck. [Activate] {d}{d}{1}: Target resonator gains [-400/-400] until end of turn.
Grusbalesta, the Keeper of Magic Stones	MOA	MOA-045	MOA-045	Resonator	Six Sages/Human	{d}{d}{2}	4	800	800	Dark	SR		[Enter] Put a knowledge counter on this card. [Continuous] Whenever another Six Sages enters your field, put a knowledge counter on this card. [Activate] Remove a knowledge counter from this card: Target resonator gains [+0/-400] until end of turn.
Hazzard, the Dark Forest Augur	MOA	MOA-046	MOA-046	Resonator	Augur	{d}{d}	2	0	200	Dark	U		This card cannot be targeted by spells or abilities. At the beginning of your main phase, this card deals 200 damage to target player or resonator.
Mephistopheles, the Demon Collaborator	MOA	MOA-047	MOA-047	Resonator	Demon	{d}{d}	2	300	300	Dark	U		[Rest] Target resonator gains [+200/+0] until end of turn.
Mount Immortal	MOA	MOA-048	MOA-048	Addition:Field		{d}{d}{d}{d}	4			Dark	C		[Continuous] Non-darkness resonators gain [-200/-200].
Nyarlathotep, the Usurper	MOA	MOA-049	MOA-049	Resonator	Cthulhu	{d}{d}{2}	4	800	800	Dark	R		[Incarnation] {d}, {d} or {r} (You may banish one darkness resonator and one fire or darkness resonator rather than pay this card's cost.) [Enter] You may look at target player's hand and choose a card. He or she discards that card.
Ritual of Millennia	MOA	MOA-050	MOA-050	Spell:Chant		{d}{d}	2			Dark	C		Choose target resonator from a graveyard that was put into that zone from a field this turn and put it into it owner's field.
Abe no Seimei	VIN001	VIN001-001	VIN001-001	Resonator	Yin-Yang Master	{w}	1	200	200	Light	C		When this card enters your field, you may rest target resonator.
Achilles	VIN001	VIN001-002	VIN001-002	Resonator	Hero	{w}	1	200	400	Light	C		Banish this card: Target resonator cannot be targeted by spells or abilities your opponent controls until end of turn.
Breath of the God	VIN001	VIN001-003	VIN001-003	Spell:Chant-Instant		{w}{1}	2			Light	C		You may pay {w}{1} less to play this card, if it targets a Saint. Target J/resonator you control cannot be targeted by spells or abilities until end of turn. Draw a card.
Duet of Light	VIN001	VIN001-004	VIN001-004	Spell:Chant		{w}	1			Light	C		As an additional cost to play this card, rest two recovered light resonators you control. Remove target resonator from the game.
Emperor Guangwu of Han	VIN001	VIN001-005	VIN001-005	Resonator	Emperor	{w}{1}	2	500	500	Light	C		{w} [Rest] Target resonator gains [+200/+200] until end of turn.
Hammurabi	VIN001	VIN001-006	VIN001-006	Resonator	King	{w}{1}	2	400	400	Light	C		Whenever a resonator deals damage to this card, this card deals that much damage to that resonator.
Hannibal Barca | Hannibal Barca J-Ruler	VIN001	VIN001-007-r,VIN001-007-j	VIN001-007	Ruler	General			0 | 800	0 | 800	Light	R		[J-Activate] {w}{2}. {2}: Target resonator gains [+0/+200] until end of turn. | [Target Attack] (This card can attack recovered J/resonators.) When this card enters your field, you may destroy target rested resonator. Whenever this card attacks, you gain 200 life.
Jeanne d'Arc	VIN001	VIN001-008	VIN001-008	Resonator	Saint	{w}	1	200	200	Light	SR		This card gains [+800/+800] as long as you control five or more resonators. When this card is put into a graveyard from your field, you gain life equal to its DEF.
Louis XIV	VIN001	VIN001-009	VIN001-009	Resonator	Emperor	{w}{w}{3}	5	800	800	Light	SR		Other light resonators you control gain [+200/+200].
March of Saints	VIN001	VIN001-010	VIN001-010	Spell:Chant		{w}{1}	2			Light	C		Light resonators you control gain [+300/+0] and [First Strike] until end of turn. If you control a Saint, they cannot be blocked until end of turn.
Pride of Knights	VIN001	VIN001-011	VIN001-011	Spell:Chant-Instant		{w}	1			Light	C		Target J/resonator you control gains [+200/+200] until end of turn. You gain 200 life.
Siegfried	VIN001	VIN001-012	VIN001-012	Resonator	Hero	{w}{w}{2}	4	800	800	Light	C		[Target Attack] (This card can attack recovered J/resonators.)
Silver Stake	VIN001	VIN001-013	VIN001-013	Addition:Resonator		{w}	1			Light	C		Added resonator cannot attack or block if it's a Vampire. Otherwise, it gains [+400/+400], it cannot be targeted by Vampire spells or Vampire card's abilities and prevent any damage it would be dealt by Vampires. {w}: Return this card to its owner's hand.
Tutankhamum	VIN001	VIN001-014	VIN001-014	Resonator	Pharaoh	{w}{2}	3	500	700	Light	C		When this card is put into a graveyard from your field, draw a card.
Xuanzang Sanzang	VIN001	VIN001-015	VIN001-015	Resonator	Priest	{w}{1}	2	400	700	Light	C		
