Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Script	Cardtext
Orion, the Celestial Hegemon	2	2-063	2-063	Resonator	Deity	{g}{g}{2}	4	1200	1200	Wind	U		[Continuous] During your opponent's turn, this card gains [-1000 / -1000].|[Continuous] At the beginning of your recovery phase, your opponent may pay {4}. If he or she does, this card doesn't recover in this phase.|[Continuous] If this card attacks a resonator, your opponent cannot block this card with any resonator other than the attacked one.
Durathror, the Herald of the End	2	2-064	2-064	Resonator	Divine Beast	{g}{g}{2}	4	1000	1000	Wind	R		[Continuous] You cannot summon this card, or put it into any field unless Dainn, the Herald of the Beginning", "Dvalinn, the Herald of Continuation" and "Duneyrr, the Herald of Change" are in any fields.|[Enter] Search for a card from your main deck and put it into your hand. Then shuffle your main deck.|[Activate] [Rest], banish a card with the word "Yggdrasil" in its name in your field: Destroy all resonators and J-ruler in your opponent's field."
Jabberwock, the Chaotic Disaster	2	2-065	2-065	Resonator	Divine Beast	{g}{g}{g}{2}	5	1500	1500	Wind	R		[Pierce]|[Enter] Destroy all rested magic stones in you magic stone area.
Hraesvelgr, the Giant Hawk of Jewel Tree	2	2-066	2-066	Resonator	Divine Beast	{g}{g}{1}	3	900	800	Wind	U		[Flying]|[Continuous] If there are no cards with the word Yggdrasil" in its name in any field, this card's ATK and DEF becomes [300 / 300].|[Continuous] During battle phase, this card cannot be dealt any battle damage from dark attribute resonators. At the end of battle phase, destroy target dark attribute resonator that this card battled."
Heithrun, the Goat of Mead	2	2-067	2-067	Resonator	Divine Beast	{g}{g}{1}	3	600	600	Wind	U		[Continuous] If there are no cards with the word Yggdrasil" in its name in any field, this cards ATK and DEF becomes [300 / 300].|[Enter] You gain 800 life.|[Activate] Banish this card: Recover target resonator resonator."
Dainn, the Herald of the Beginning	2	2-068	2-068	Resonator	Divine Beast	{g}{3}	4	400	600	Wind	C		[Continuous] If there are no cards with the word Yggdrasil" in its name in any field, [Activate] of this card cannot be used.|[Enter] Search for a card named "Dvalinn, the Herald of Continuation", from your main deck, reveal it and put it into your hand. Then shuffle your main deck.|[Activate] Discard a card named "Dvalinn, the Herald of Continuation" from your hand: Put a resonator from your opponent's graveyard into your field. It can attack this turn. At the end of your turn, banish it."
Dvalinn, the Herald of Continuation	2	2-069	2-069	Resonator	Divine Beast	{g}{3}	4	600	800	Wind	C		[Continuous] If there are no cards with the word Yggdrasil" in its name in any field, [Activate] of this card cannot be used.|[Enter] Search for a card named "Duneyrr, the Herald of Change", from your main deck, reveal it and put it into your hand. Then shuffle your main deck.|[Activate] Discard a card named "Duneyrr, the Herald of Change" from your hand: Recover this card. This ability can be activated only once per turn."
Duneyrr, the Herald of Change	2	2-070	2-070	Resonator	Divine Beast	{g}{3}	4	600	600	Wind	C		[Continuous] If there are no cards with the word Yggdrasil" in its name in any field, [Activate] of this card cannot be used.|[Enter] Search for a card named "Durathror, the Herald of the End", from your main deck, reveal it and put it into your hand. Then shuffle your main deck.|[Activate] Discard a card named "Durathror, the Herald of the End" from your hand: Discard all cards in your hand. Draw five cards from your main deck."
Guardian Warrior in Flower Garden	2	2-071	2-071	Resonator	Elf	{g}{g}{1}	3	400	400	Wind	C		[Continuous] When you play a summon spell, this card gains [+300 / +300] until end of turn.|[Activate] Banish this card: Target resonator cannot be dealt any battle damage until end of turn.
Ratatoskr, the Messenger of Jewel Tree	2	2-072	2-072	Resonator	Divine Beast	{g}{g}	2	500	500	Wind	U		[Continuous] If there are no cards with the word Yggdrasil" in its name in any field, this cards ATK and DEF becomes [300 / 300].|[Enter] Draw a card."
Kukunochi, the Errand of Jewel Tree	2	2-073	2-073	Resonator	Oracle	{g}{g}{3}	5	500	1500	Wind	SR		[Continuous] At the beginning of your end phase, draw cards until you have seven in your hand.
Yggnitsvay, the Guardian of Green Branch	2	2-074	2-074	Resonator	Spirit	{g}{g}{2}	4	600	600	Wind	C		[Continuous] When you play a summon spell, this card gains [+400 / +400] until end of turn. This ability can be activated only once per turn.|[Activate] Banish this card: Activate only at the beginning of your opponent's battle phase. Rest target resonator.
Alseid, the Amorous Spirit	2	2-075	2-075	Resonator	Spirit	{g}{g}{1}	3	400	800	Wind	C		[Activate] [Rest]: Rest another target resonator in your field. Then rest two target resonators in your opponent's field.
Elvish Patrol Soldier	2	2-076	2-076	Resonator	Elf	{g}{1}	2	200	200	Wind	C		[Break] Look at the top five cards in your main deck and return them in any order.|[Enter] Look at the top five cards in your main deck and return them in any order.
Jungle Hunter	2	2-077	2-077	Resonator	Elf	{g}{1}	2	200	200	Wind	C		[Break] Put this card into your field.|[Continuous] When your opponent plays a normal spell, this card gains [+400 / +400] until end of turn. This ability can be activated only once per turn.
Alberich, the King of Elemental	2	2-078	2-078	Resonator	Elf	{g}{g}{3}	5	100	500	Wind	SR		[Continuous] This card gains [+200 / +200] for each [Race: Elf] in your field.|[Continuous] If you have five or more [Race: Elf] resonators in your field, this card gains [Pierce].|[Continuous] If you have three or more [Race: Elf] resonators in your field, this card gains [Target Attack].
Elvish Berserker	2	2-079	2-079	Resonator	Elf	{g}{g}{3}	5	800	800	Wind	C		[Break] Target resonator gains [+800 / 0] and [Pierce] until end of turn.
Elvish Warrior	2	2-080	2-080	Resonator	Elf	{g}	1	200	200	Wind	C		[Continuous] When this card becomes the target of a normal spell, this card gains [+200 / +200] until end of turn.
Forest Guard	2	2-081	2-081	Resonator	Elf	{g}	1	200	200	Wind	C		[Break] Put this card into your field.
Elvish Archer	2	2-082	2-082	Resonator	Elf	{g}{1}	2	200	200	Wind	C		[Activate] {g}{1}[Rest]: Destroy target resonator with [Flying].
Elvish Weaver	2	2-083	2-083	Resonator	Elf	{g}{1}	2	200	200	Wind	C		[Break] You may draw a card from your main deck.|[Continuous] Whenever your opponent summons a resonator with total cost 4 or more, you may draw a card from your main deck.
Rambletree	2	2-084	2-084	Resonator	Treeman	{g}{3}	4	800	800	Wind	C		[Continuous] When this card attacks, it gains [+200 / +200] until the end of turn.|[Continuous] When this card attacks, destroy it at the end of battle phase.
Life Dryad	2	2-085	2-085	Resonator	Treeman	{g}	1	0	200	Wind	C		[Continuous] Whenever you summon a resonator, you gain 200 life.|[Continuous] This card cannot attack.
Woodguardner	2	2-086	2-086	Resonator	Treeman	{g}	1	0	700	Wind	C		[Continuous] This card cannot attack.
Magicsucker Beetle	2	2-087	2-087	Resonator	Insect	{g}{1}	2	400	400	Wind	C		[Break] Put this card into your field.|[Activate] Discard a card in your hand: This card gains [+200 / +200] until end of turn.
Sanctuary of Yggdrasil	2	2-088	2-088	Addition: Field		{g}{g}{g}{g}{g}	5			Wind	U		[Break] Put this card into your hand.|When this card enters your field, search for cards named Dainn, the Herald of Beginning", "Dvalinn, the Herald of Continuation" and "Duneyrr, the Herald of Change", from your main deck and put them into your field. Then shuffle your main deck. You cannot activate this ability if you cannot search for all three.|[Continuous] Your [Race: Treeman] and [Race: Divine Tree] resonators gain [+200 / +200].|[Continuous] When this card leaves your field, put five cards from your main deck into your graveyard."
Sealed Vault	2	2-089	2-089	Addition: Field		{g}{g}	2			Wind	U		[Continuous] All rulers lose all abilities other than [J-Activate].
Deep Forest of Elves	2	2-090	2-090	Addition: Field		{g}{g}{3}	5			Wind	U		[Continuous] Each resonator cannot attack unless a player pays {2}.
Sealed Circle of Wind	2	2-091	2-091	Addition: Field		{g}{2}	3			Wind	U		[Continuous] Players cannot play [Spell: Chant - Standby] cards.
Ward of Bramble	2	2-092	2-092	Addition: Field		{g}{2}	3			Wind	C		[Continuous] At the end of turn, this card deals 100 damage to a player for each resonator he or she controls that attacked this turn. This ability is applied to all players.
Bless of Jewel Tree	2	2-093	2-093	Addition: Resonator		{g}{1}	2			Wind	C		[Activate] Banish this card: Target resonator's ATK becomes 0 until end of turn.|[Continuous] Resonator with this cannot be targeted by spells or abilities.
Oaken Bow	2	2-094	2-094	Addition: Resonator		{g}{1}	2			Wind	C		[Continuous] Resonator with this gains [+200 / +400].|[Continuous] Resonator with this can block resonators with [Flying].
Wrath of the Earth	2	2-095	2-095	Spell	Chant	{g}{g}{g}{g}{6}	10			Wind	R		Destroy all cards in all fields. Return all magic stones in all magic stone areas to their magic stone decks, then shuffle the decks.
Wise Art of Summoning	2	2-096	2-096	Spell	Chant	{g}{g}	2			Wind	U		[Break] Search for a resonator with total cost 3 or less from your main deck and put it into your field. Then shuffle your main deck.|Destroy target resonator in your field. Search for a resonator with the same name as the destroyed one from your main deck and put it into your field. Then shuffle your main deck. This triggers [Enter] ability of that card.
Whisper of Wind	2	2-097	2-097	Spell	Chant	{g}{g}{1}	3			Wind	U		[Break] Search for a [Spell: Chant] or [Spell: Chant-Instant] from your main deck, reveal it and put it into your hand. Then shuffle your main deck.|Search for a [Spell: Chant] or [Spell: Chant-Instant] from your main deck, reveal it and put it into your hand. Then shuffle your main deck.
Spring of Magical Power	2	2-098	2-098	Spell	Chant	{g}	1			Wind	C		[Break] Produce {g} for each [Race: Treeman] resonator in your field.|Produce {g} for each [Race: Treeman] resonator in your field.
Flash of Void	2	2-099	2-099	Spell	Chant - Instant	{g}{g}{g}	3			Wind	C		[Break] Target player draws a card from his or her main deck.|Cancel a spell if you have more magic stones in your magic stone area than your opponent's.
Shortage of Magic Power	2	2-100	2-100	Spell	Chant - Instant	{g}{g}{g}	3			Wind	U		[Break] Target player draws a card from his or her main deck.|Cancel target spell, if all of your opponent's card in his or her magic stone area are rested.
Magic Storm	2	2-101	2-101	Spell	Chant - Instant	{g}{g}{2}	4			Wind	U		[Break] Destroy target card in your opponent's chant-standby area or destroy target addition.|Cancel target spell.
Synchrojamming	2	2-102	2-102	Spell	Chant - Instant	{g}	1			Wind	C		[Break] Draw a card from your main deck.|Rest any number of recovered magic stones in your magic stone area. Cancel target spell unless your opponent pays will equal to the number of cards rested in this way.
Forbidden Fruit	2	2-103	2-103	Spell	Chant - Standby	{g}{g}	2			Wind	R		[Trigger] Pay {0}. You can activate this if you have no resonators in your field and your opponent has three or more resonators in his or her field: Search for a resonator with total cost 6 or more from your main deck and put it into your field. Then shuffle your main deck.
Elvish Reinforcement	2	2-104	2-104	Spell	Chant - Standby	{g}{1}	2			Wind	C		[Break] [Race: Elf] resonators in all fields gain [+600 / +600] until end of turn.|[Trigger] Anytime: [Race: Elf] resonators in all fields gain [+600 / +600] until end of turn.
Wind Magic Circle -aura-	2	2-105	2-105	Spell	Chant - Standby	{g}{1}	2			Wind	C		[Break] ATK and DEF of target resonator are increased by [the number of cards in your magic stone area x 100] until end of turn.|[Trigger] Anytime: ATK and DEF of target resonator are increased by [the number of cards in your magic stone area x 100] until end of turn.
Blowing Wind	2	2-106	2-106	Spell	Chant - Instant	{g}	1			Wind	C		[Break] Rest all recovered cards in your magic stone area. This card deals [the number of cards rested this way x 100] damage to each resonator with [Flying].|Rest all recovered cards in your magic stone area. This card deals [the number of cards rested this way x 100] damage to each resonator with [Flying].
Garmheld, the King of the Dead	2	2-107-r,2-107-j	2-107	Ruler				0 | 800	0 | 100	Darkness	R		[J-Activate] Pay 1000 life.|[Activate] Pay 400 life: Produce {d}. This ability can be activated only once per turn. / [Continuous] This card gains [+0 / +100] for each card in your graveyard.|[Enter] Look at the top ten cards from your main deck. Put one of them into your hand, return the rest to your main deck and shuffle it.|[Activate] Remove a resonator in your graveyard from the game: This card deals 100 damage to each resonator.
Sariel, the Lord of the End	2	2-108-r,2-108-j	2-108	Ruler				0 | 700	0 | 700	Darkness	R		[J-Activate] Pay {5}, discard three cards from your hand.|[Activate] Pay {4}: Put a resonator from your graveyard into your field. It can attack this turn. At end of turn, remove it from the game if it's in a field or a graveyard. / [Flying]|[Enter] Destroy all resonators. Then put three resonators in your graveyard into your field. If you cannot choose three, you cannot put them.|[Activate] Pay {d}{2}, banish two resonators in your field: Put a resonator in your graveyard into your field. It can attack this turn.
Enforcer of Grudge	2	2-109-r,2-109-j	2-109	Ruler				0 | 1000	0 | 1000	Darkness	R		[J-Activate] Pay {0}: You can activate this if you have four or more resonators in your field.|[Activate] {d},[Rest]: Target player chooses a card in his or her hand at random and discards it. / [Pierce]|[First Strike]|[Enter] Destroy target two resonators.
Morrigan, the Goddess of Tragic Love	2	2-110	2-110	Resonator	Deity	{d}{d}{3}	5	600	600	Darkness	SR		[Break] Destroy target resonator in your field and discard a card in your hand.|[Continuous] When this card is put into a graveyard from your field, destroy target resonator.|[Enter] Destroy target resonator in your field and put a resonator from your graveyard into your field.|[Activate] Banish a card in your lifebreak area: Target resonator gains [-300 / -300] until end of turn.
Osiris, the Nether God of King's Tomb	2	2-111	2-111	Resonator	Deity	{d}{d}{2}	4	0	100	Darkness	R		[Continuous] This card gains [+100 / +100] for each resonator in your graveyard.|[Activate] Remove two resonators in any graveyard from the game: Produce {d}.
Cerberus, the Nether Watchdog	2	2-112	2-112	Resonator	Divine Beast	{d}{d}{1}	3	800	800	Darkness	U		[Break] Put this card into your field. This triggers its [Enter] ability.|[Enter] Banish this card unless you discard a card from your hand.
Cu Chulainn, the Hero in a Far Land	2	2-113	2-113	Resonator	Hero	{d}{d}{3}	5	800	800	Darkness	SR		[Continuous] This card gains [+400 / +400] and [Pierce] if Gae Bolg, the Magic Spear" is added on this card.|[Enter] Search for a "Gae Bolg, the Magic Spear" from your main deck, reveal it and put it on this card. Then shuffle your main deck."
Marching Band of the End	2	2-114	2-114	Resonator	Angel	{d}{d}{d}	3	200	200	Darkness	U		[Continuous] Whenever you pay life, you gain 500 life. You don't gain life if the life is lost by any damage.
Familiar of Hades	2	2-115	2-115	Resonator	Demon	{d}{2}	3	600	400	Darkness	U		[Break] Put this card into your field.|[Continuous] When this card attacks, put the top card in your main deck to your graveyard.
Demon Lady of Grudge	2	2-116	2-116	Resonator	Demon	{d}{2}	3	800	800	Darkness	U		[Continuous] This card cannot attack unless you banish target resonator in your field.
Soul Eater	2	2-117	2-117	Resonator	Nightmare	{d}{d}{d}	3	0	100	Darkness	U		[Continuous] This card's ATK is increased by [Total number of cards in your graveyard x 100].
Carrion Devourer	2	2-118	2-118	Resonator	Nightmare	{d}{2}	3	400	200	Darkness	C		[Break] Choose any number of resonators in your graveyard and remove them from the game. Until end of turn, target resonator gains [+100 / +100] for each resonator removed this way.|[Activate] Remove two resonators in your graveyard from the game: This card gains [+200 / +200] until end of turn.
Lantern, the Spirit of Grave Keeper	2	2-119	2-119	Resonator	Nightmare	{d}	1	500	500	Darkness	C		[Continuous] When a card is put into your graveyard, destroy this card.
Ghost Swordsman	2	2-120	2-120	Resonator	Ghost	{d}{1}	2	200	200	Darkness	C		[Break] Put this card into your field.|[Activate] Pay {d}{1}: When this card gets destroyed by battle damage, put it into your field rested.
Dark Sorcerer	2	2-121	2-121	Resonator	Black Ones	{d}{d}	2	0	500	Darkness	C		[Break] Target resonator's ATK becomes 0 until end of turn.|[Activate] Remove two cards in your graveyard from the game: Target resonator's ATK becomes 0 until end of turn.
Ancient Black Knight	2	2-122	2-122	Resonator	Black Ones	{d}{d}	2	400	400	Darkness	U		[Target Attack]|[Activate] Remove ten resonators in your graveyard from the game: This card's ATK and DEF becomes [1500 / 1500] until end of turn.
Orpheus, the Nether Player	2	2-123	2-123	Resonator	Deity	{d}{3}	4	600	200	Darkness	R		[Activate] Remove a resonator in your graveyard from the game: Put this card from graveyard into your field rested. This ability can be activated only once in each of your turns.
Nether Horseman	2	2-124	2-124	Resonator	Black Ones	{d}{2}	3	400	200	Darkness	C		[Activate] Remove a dark attribute spell card in your graveyard from the game: Put this card from your graveyard into your field rested. This ability can be activated only once per turn.
Reanimated Knight	2	2-125	2-125	Resonator	Knight	{d}{1}	2	300	300	Darkness	C		[Activate] Banish this card: Put a resonator with total cost 3 or less other than Reanimated Knight" from your graveyard into your field."
Butz, the Ebony Knight	2	2-126	2-126	Resonator	Knight	{d}	1	300	200	Darkness	U		[Break] Put this card into your field.|[Continuous] At the end of your turn, you may put the top card from your main deck into your graveyard.
Bloodthirst Baron	2	2-127	2-127	Resonator	Vampire	{d}{2}	3	800	800	Darkness	C		[Break] Choose a card in your opponent's hand at random and discard it.|[Continuous] When this card attacks, destroy target resonator in your field.
Lifesucker	2	2-128	2-128	Resonator	Vampire	{d}	1	500	500	Darkness	C		[Continuous] At the beginning of your recovery phase, you lose 400 life.
Dullahan, the Death Knight	2	2-129	2-129	Resonator	Undead	{d}{d}{2}	4	600	600	Darkness	C		[Continuous] When this card is put into a graveyard from your field, destroy the resonator targeted by the [Enter] ability.|[Enter] Choose target resonator.
Grudge Berserker	2	2-130	2-130	Resonator	Undead	{d}{2}	3	400	400	Darkness	C		[Continuous] Whenever a resonator is put into a graveyard from a field, this card gains [+400 / +400] until end of turn. This ability can be activated up to two times per turn.
Disappointing Swordsman	2	2-131	2-131	Resonator	Undead	{d}{1}	2	200	200	Darkness	C		[Break] Target player discards a card from his or her hand.|[Continuous] When this card is destroyed by battle damage, target player discards a card from his or her hand.
Compensation Warrior	2	2-132	2-132	Resonator	Undead	{d}{1}	2	200	200	Darkness	C		[Break] This card deals 300 damage to each player for each resonator in his or her field.|[Continuous] Whenever this card is dealt damage, this card deals damage to all players equal to that damage.
Wight, Fallen King	2	2-133	2-133	Resonator	Skeleton	{d}{d}{2}	4	700	500	Darkness	U		[Continuous] During battle phase, this card cannot be dealt any damage other than battle damage, and cannot be destroyed by spells and abilities.
Skeleton Horseman	2	2-134	2-134	Resonator	Skeleton	{d}{1}	2	400	400	Darkness	C		[Break] Put this card into your field.|[Continuous] At the end of your turn, put the top card in your main deck into your graveyard.
Dragon Zombie, the Necrodragon	2	2-135	2-135	Resonator	Dragon	{d}{3}	4	1200	1000	Darkness	U		[Break] Put this card into your field.|[Continuous] When this card battles, destroy it at the end of the turn.
Cemetery Rose	2	2-136	2-136	Addition: Field		{d}{d}{2}	4			Darkness	U		[Continuous] When a spell card is put into a graveyard, this card deals 400 damage to each player.
Circle of Specter	2	2-137	2-137	Addition: Field		{d}{d}{2}	4			Darkness	C		[Continuous] Each resonator cannot be returned to any player's hand.|[Continuous] At the end of your recovery phase, banish this card, unless you pay 500 life.
Paradise of the Exiled	2	2-138	2-138	Addition: Field		{d}{d}{1}	3			Darkness	R		[Continuous] Dark attribute resonators gain [+200 / +200].|[Continuous] Whenever a resonator in your field is put into a graveyard, put two cards from your main deck into your graveyard.|[Continuous] When this card is destroyed, destroy all dark attribute resonators.
Soul Cord	2	2-139	2-139	Addition: Field		{d}{1}	2			Darkness	C		[Continuous] Whenever a resonator is put into a graveyard from a field, this card deals 200 damage to the controller of the resonator.
Gae Bolg, the Magic Spear	2	2-140	2-140	Addition: Resonator		{d}{d}{2}	4			Darkness	R		[Continuous] Resonator with this cannot attack players.|[Continuous] At the end of the battle phase when the resonator with this attacked, recover it.|[Continuous] At the end of battle phase, destroy target resonator that the resonator with this battled.
Sword of Miasma	2	2-141	2-141	Addition: Resonator		{d}{d}	2			Darkness	C		[Continuous] Resonator with this gains [+800 / 0].|[Continuous] At the end of your turn, banish this card unless you pay 500 life.
Power of Hatred	2	2-142	2-142	Addition: Resonator		{d}	1			Darkness	C		[Continuous] Resonator with this gains [+400 / -200].
Heavy Rain of Distress	2	2-143	2-143	Spell	Chant	{d}{d}{d}{d}	4			Darkness	U		Destroy target card in a magic stone area and destroy target resonator.
End of Despair	2	2-144	2-144	Spell	Chant	{d}{d}{1}	3			Darkness	C		[Break] Destroy target card in a magic stone area.|Destroy target card in a magic stone area.
Curse of Garmheld	2	2-145	2-145	Spell	Chant	{d}{d}	2			Darkness	C		[Break] Rest all recovered cards in your magic stone area. This card deals 100 damage for each card rested this way to target resonator or player.|Rest all recovered cards in your magic stone area. This card deals 100 damage for each card rested this way to target resonator or player and you gain that much life.
Binding Chain	2	2-146	2-146	Spell	Chant	{d}{2}	3			Darkness	C		Rest target resonator. It gains [-400 / -400] until end of turn.
Miasma of the Glyph	2	2-147	2-147	Spell	Chant	{d}{2}	3			Darkness	C		[Break] Target resonator gains [-400 / -400] until end of turn.|Target two resonators gains [-300-300] until end of turn.
Unreasonable Choice	2	2-148	2-148	Spell	Chant	{d}{2}	3			Darkness	C		Choose two cards in your hand. Choose a card at random from among them. If the chosen card is a resonator, put it into your field and put the other into your graveyard. Otherwise put both of them into your graveyard.
Soul Sympathy	2	2-149	2-149	Spell	Chant	{d}	2			Darkness	C		[Break] You may destroy a resonator in your field. If you do, you may destroy a resonator in your opponent's field.|Each player destroys target resonator in his or her field. You choose the target first.
Culling the Weak	2	2-150	2-150	Spell	Chant - Instant	{d}{d}	2			Darkness	C		[Break] Each player puts the top five cards of his or her main deck into his or her graveyard.|Search your main deck for up to three resonator and reveal them. Your opponent chooses a card from them and puts it into your graveyard. Return the rest to your main deck and shuffle it.
Grasp of Life	2	2-151	2-151	Spell	Chant - Standby	{d}{d}	2			Darkness	C		[Trigger] During an end phase: Destroy target resonator that attacked this turn.
Corpse Guard	2	2-152	2-152	Spell	Chant - Standby	{d}{d}	2			Darkness	U		[Trigger] Your opponent's battle phase: Put a resonator in your graveyard into your field. At the end of the battle phase, banish it.
Soul Slave	2	2-153	2-153	Spell	Chant - Standby	{d}{d}	2			Darkness	C		[Trigger] At the beginning of a battle phase, banish a resonator in your field: Choose target resonator in your oponent's field. When it's destroyed in this battle phase, put it into your field. It loses all abilities until end of turn.
Laplace, the Tuner	2	2-154	2-154	Ruler	Clown					Void	U		[Activate] Pay {w}{r}{d}: Your resonators gain [Flying], [Pierce] and [First Strike] until end of turn.|[Activate] {u}{g}: Your resonators gain [Target Attack] and [Explode] until end of turn.
Revive Gimmick	2	2-155	2-155	Resonator	Gimmick	{5}	5	500	500	Void	U		[Enter] Choose an attribute. As long as this card is in your field, treat this card as a resonator of that attribute.|[Activate] Pay {3}: Put this card from your graveyard into your field rested. You can activate this ability only in your main phase.
Tone Gimmick	2	2-156	2-156	Resonator	Gimmick	{2}	2	400	400	Void	C		[Break] Put this card into your field.
Triumph Gate of Spellproof	2	2-157	2-157	Addition: Field		{5}	5			Void	U		[Continuous] All players cannot play spells and [Activate] of resonators in any battle phase.
The Gate	2	2-158	2-158	Spell	Chant	[10]	10			Void	U		[Break] Put this card into your hand.|Search for three cards from your opponent's main decd and put them into his or her graveyard. Then shuffle the main deck.
Sister of Linorsphairia	3	3-001-r,3-001-j	3-001	Ruler				0 | 600	0 | 600	Light	R		[J-Activate] Pay {w}{w}{2}|[Activate] [Rest]: Look at the top three cards of your magic stone deck, choose a light magic stone from among them and put it into your magic stone area. Put the rest on the bottom of your magic stone deck in any order. / [Enter]Your Resonators gain [+200 / +200] until end of turn. You may rest up to two target resonators in your opponent's field.|[Enter] Reveal the top card of your magic stone deck and put it into your magic stone area.
Angrboda, the Sunset Giant	3	3-002	3-002	Resonator	Giant	{w}{w}{w}{4}	7	1400	1700	Light	SR		[Break] Put this card into your hand.|When this card is a summon spell players cannot chase cards with total cost 4 or less.|[Continuous] This card cannot be targeted by spells with total cost 4 or less or abilities on a card with total cost 4 or less.|[Continuous] At the end of your recovery phase, pay {w}{w}{2} or put this card on the bottom of your main deck.|[Continuous] When this card deals battle damage to a player, you gain life equal to half of that damage (roud up to the nearest hundred).
Eletos, the Granite Giant	3	3-003	3-003	Resonator	Giant	{w}{w}{2}	4	900	1100	Light	U		
Balder, the Light God of White Heaven	3	3-004	3-004	Resonator	Deity	{w}{3}	4	700	600	Light	R		[Break] Choose a [Race: Deity] dark attribute resonator with total cost 4 or less in your graveyard and put it into your hand.|While this card is a summon spell, players cannot chase.|[Enter] Remove target dark attribute resonator in your opponent's field. Players cannot chase this [Enter].
Griffon	3	3-005	3-005	Resonator	Divine Beast	{w}{w}	2	300	200	Light	C		[Flying]|[First Strike]
Ancient Dragon	3	3-006	3-006	Resonator	Dragon	{w}{4}	5	800	1100	Light	R		[Break] Target resonator gains [+0 / +400] until end of turn.|[Continuous] When this card is destroyed, target resonator cannot be dealt any battle damage until end of turn.|[Enter] Draw a card from your main deck.
Perseus, the Sword of Shining Heaven	3	3-007	3-007	Resonator	Angel	{w}{w}{3}	5	900	700	Light	C		[Flying]|[Target Attack]
Merlin, the Wizard of round Table	3	3-008	3-008	Resonator	Wizard	{w}{w}{2}	4	200	500	Light	R		[Activate] Pay {w}{1},[Rest]: Recover target resonator or J-ruler in your field. This ability can only be activated once each turn.
Warder of Light Chain	3	3-009	3-009	Resonator	Wizard	{w}{1}	2	200	300	Light	U		[Activate] [Rest]: Rest target resonator with total cost 3 or less in your opponent's field.
Brunhild, the Valkyrie	3	3-010	3-010	Resonator	Knight	{w}{2}	3	300	400	Light	U		[Continuous] This card gains [+100 / +100] if you have a [Race: Hero] card in your field or ruler area.|[Continuous] Your other [Race: Knight] resonators gain [+100 / +100].
Knight of Barbaric Axe	3	3-011	3-011	Resonator	Knight	{w}{2}	3	900	500	Light	C		[Break] Target resonator gains [Target Attack] until end of turn.
Knight of Tough Shield	3	3-012	3-012	Resonator	Knight	{w}{1}	2	300	700	Light	U		[Break] Put this card into your field.
Knight of the Twin Swords	3	3-013	3-013	Resonator	Knight	{w}	1	200	300	Light	C		[Break] Put this card into your field.
Aslan	3	3-014	3-014	Resonator	Lion	{w}{2}	3	300	500	Light	C		[Break] Choose a [Race: Lion] resonator in your graveyard and put it in your hand.|[Activate] Pay {w}: Another target [Race: Lion] resonator can attack during the turn that it was put into a field.
Light of Truth	3	3-015	3-015	Addition: Field		{w}{w}	2			Light	U		[Break] Target player draws a card from his or her main deck.|[Continuous] Reveal your hand. When you have no cards in your hand, banish this card.|[Continuous] Your light attribute resonators gain [+200 / +0]
Purify Souls	3	3-016	3-016	Addition: Field		{w}	1			Light	C		[Continuous] When a resonator with total cost 4 or more is put into a graveyard, remove it. This ability is applied to all players.
Sleipnir	3	3-017	3-017	Addition: Resonator		{w}{w}{1}	3			Light	C		[Continuous] Resonator with this gains [Flying] and [First Strike].|[Activate] Pay {w}{w}{w}: Add this on another target resonator. This aility can only be activated once each turn.
Mjolnir, the Hammer of White Lightning	3	3-018	3-018	Addition: Resonator		{w}{w}{1}	3			Light	R		When this card is put into a graveyard from hand or field, if you have Thor, the White Lightning" in your field, you may put this card into your hand.|[Continuous] Resonator with this gains [+300 / +300] and [Target Attack]"
Relic Research Party	3	3-019	3-019	Spell	Chant	{w}{1}	2			Light	C		[Break] Choose an [Addition: Resonator] in your graveyard and put it into your hand.|Search for an [Addition: Resonator]from your main deck, reveal it and put it into your hand. Shuffle your maind deck.
Head of Mimir	3	3-020	3-020	Spell	Chant	{w}{1}	2			Light	U		Players cannot chase the next spell you play this turn.
Kvesa Gardula	3	3-021	3-021	Spell	Chant - Instant	{w}{1}	2			Light	C		[Break] Put this card into your hand.|Choose target resonator in your opponent's field. Battle damage dealt by cards except for the chosen resonator becomes 0 until end of turn.
Order of Retirement	3	3-022	3-022	Spell	Chant - Instant	{w}{1}	2			Light	R		[Break] Put this card into your hand.|Remove target non-[Race: Deity] resonator with total cost {4} or less. Then the owner of that resonator gains life equal to its ATK.
Fruits of Dawn	3	3-023	3-023	Spell	Chant - Standby	{w}{w}	2			Light	U		[Break] You gain 800 life.|[Trigger] Pay {w}: You gain 800 life. Target resonator cannot be dealt any battle damage until end of turn.
Mumble of Summer Wind	3	3-024	3-024	Spell	Chant - Standby	{w}{w}	2			Light	C		[Trigger] During your battle phase: Your resonators gain [Flying] until end of turn.
Flame Entertainer	3	3-025-r,3-025-j	3-025	Ruler				0 | 600	0 | 600	Fire	R		[J-Activate] Pay {r}{r}{2}|[Activate] [Rest]: Look at the top three cards of your magic stone deck, choose a fire magic stone from among them and put it into your magic stone area. Put the rest on the bottom of your magic stone deck in any order. / [Enter] This card deals 600 damage to an opponent and target resonator in your opponent's field.|[Enter] Reveal the top card of your magic stone deck and put it into your magic stone area.
